,0
1164,1OlYcAdEPMmjgBhOqpF0se
1165,4eq6UdTSvAV3h3RGpRbnIU
1166,74KdVnlCyEqUod4bti2GBc
1167,5kygKlHsSVwQPfgJUGjzBW
1168,2kS5GRckIXibGB95JjEmE3
1169,3jk4SgyAUOcXbA78btwgZA
1170,5AFMjlqAA0skXGqZHGZDxt
1171,1WbYFNSUNn9fP1x0Z5DU95
1172,6HkyOS6kHOZFlpckPGVDxF
1173,1LqLiOS2pby65qbMpvKdUh
1174,6yIHGmQLJxWAUZ1ZkENemN
1175,154t1fkfSU7zyJojSN6gvR
1176,5FgPwJ7Nh2FVmIXviKl2VF
1177,4LloVtxNZpeh7q7xdi1DQc
1178,3pRaLNL3b8x5uBOcsgvdqM
1179,1FNGW0JOSp7Rbomh80XVYm
1180,2V0iY3RWF0AngxKR5ZJA8c
1181,1B4zObnZbdqUBjE7v6aWOK
1182,1pkggYbxUt6EBZKN4gHLWv
1183,7IcKs2XXHnQBtBJtzEyqqS
1184,5htghP7rThIe6oXBN6uYI5
1185,1fXiYSWmkKJfRKMegCkI11
1186,3d8y0t70g7hw2FOWl9Z4Fm
1187,2VDKSRDTpqWgczc33Lk9h5
1188,0wW8h0pLHZwNFv2v2e3KHw
1189,0ElpbbncWT9aS7mgoqEHbQ
1190,1Omt5bfz1tZUCqd26HxbS0
1191,5SNrF8sTUjkyliM7ZLhUtN
1192,46RNrAkGsqWTDrv2ZPOAbx
1193,7gDNQLV9cr8449LFrQbk5J
1194,1SWTeoXgybbpFgga4YmQWq
1195,78x3oT0wyvcm9GRmuAP6Vq
1196,2xIzwZ3R6gHGUQo5lBngG2
1197,76Ux8146OjfnI05femAH4e
1198,7BAoMGubT32xTMrQ1R47eA
1199,1B2SiSOvDp0GYQQyLCl7LI
1200,7nrwVt1Zgt2r9WT6Yo9emQ
1201,6n9PvbAoQtDe3AEMbS8v70
1202,5Za6LTepYPw8X903BdTS90
1203,6NPQXZup3ytDnmgWFlaqqU
1204,4hloQEApxIXnB66RSrdtXn
1205,6XHbYnwTB7YoSV4TLeycuB
1206,5uI7caUGXYxH6pYhkRxq1z
1207,0oDtTPB1KWyVSfwfg434TW
1208,29qFlNOssruDfoEN8vN2Uu
1209,4ktZEbOKEnx5svwITaKwqK
1210,13rrEdzjeT4Yf7oVJ1ByWU
1211,3G9ETaH55bMQx8hwNhAgbU
1212,7MEMfaSEImSB9HgZCTptJ5
1213,5dFeNkfQT1l8XdEA990jxP
1214,5BLRxxzmsarOfxmEjyLCL3
1215,4n5DRMfFBNJNec1JApfILt
1216,0B6hW0mGwtejHAWuJ0qMka
1217,53l8hswqklbWd7XXqDEMtq
1218,4R59wt5nnhYo88PIu3cUIt
1219,0ewKJ6eM0Z761OissISTW7
1220,7CYYZVnDYoUtNlSxNNz4P9
1221,1Ukxccao1BlWrPhYkcXbwZ
1222,2SpEHTbUuebeLkgs9QB7Ue
1223,1mD2DWCvXN13LJBmRttH2I
1224,7puCiBLOOXgMVPSCrtSQ6C
1225,6C7OVZKLsu1Nj73Xr5RoLl
1226,0qyIiJfHKFvtzDHRCwE3In
1227,0pFM9wvRLxLnu8N0qoAFSr
1228,3itgPtXSu4I9mr2QD6yrzP
1229,49ox9rycOdJrbQlWGAJRBL
1230,3owz5csR9o9BTxkaHWa4MP
1231,5ej9MfgSDNbc1qiPfrtIP2
1232,1uMazr2OwFSC4SHqfkoY7h
1233,4UsXwZxYdCkYGsfukhVQwf
1234,3wfF0Nw234zHY1vdIWIc2g
1235,6vcTRLZkHsVEeQQkyC1JaU
1236,3pOUEaUmYtbHN6kHTbYTGH
1237,5lNLvdV3jr4hbxynOBNVcD
1238,64aUwbUVujB5XpFtMmTr79
1239,6BuNcxbUQyssRpHEBqmpLw
1240,3lBwYVHlyiLSIrUYsoQJOP
1241,30vvDys9XzFytCWmQw2kO1
1242,7qteJ4f0SLqEX7TL087WSb
1243,3HidYV1TitmxDpP0gTNPti
1244,65M92JpTbAdHmTQm4jGaDa
1245,3IfNXZSR5nEnYmnu2zsVUJ
1246,6iHor3auKtisM4nmBmyGpE
1247,2J6c7nw2laKuGzu8ky4j2i
1248,7vS9rpDGP8Z75CbrlseYlu
1249,6invZZ1AIuGp22kxeeLr3I
1250,1Bx9I2NyzUpTfmpAQ4BSsR
1251,5ThoiwUqwVYkS411dbEhIV
1252,1I9dSqB5XSdwOfn9M8zpRg
1253,4Xv6HpqkrTWNCU3c4vi1fy
1254,5zMxWgi2SJ8NMDj7J6WqSX
1255,2LflS98n1TRQb0Fcj1910h
1256,27KqSOzLiN6p9sjs95MnZg
1257,1SNJRCOuSinxdGq7e4gB7K
1258,2copPxM13iCTKG9rJNNxGr
1259,6AGOKlMZWLCaEJGnaROtF9
1260,4RL77hMWUq35NYnPLXBpih
1261,0W6vig3DpP1D3R4w72hdWp
1262,4guQztGKAETkvuTekNeqBe
1263,1zJpJ3HPRtAYYNLWm5BJEf
1264,2nUhKiUfVdLcGmcdYHdjBw
1265,6vtzBYf1I2Ozsdp94A2t5i
1266,26UQyr3L71oAnXQIJf18gr
1267,18L4SUEMJ0jJKmajWCCRP7
1268,5rBnsa0pkuIndZ3vGW95vq
1269,2nltARCkZyrzjQANViDpuX
1270,2hnA4tmaBMisNvz4TOl1Rk
1271,33B1XmfncHqnfkrYZIcHbD
1272,1ybtJbR4ARqmjl6dD2VtYU
1273,2gAIy3MuCMOZUejECGPBUa
1274,2BOqDYLOJBiMOXShCV1neZ
1275,4eHbdreAnSOrDDsFfc4Fpm
1276,6AdxrIYy5CT1LLzLYAQOwy
1277,5ZBeML7Lf3FMEVviTyvi8l
1278,2aoo2jlRnM3A0NyLQqMN2f
1279,3Gz8ExGcRpnu8BSDzepQhy
1280,6xez71zpAqQ6N5i8E1jHlD
1281,7HSs4srn1qnZhh7WRWBVOk
1282,0dXrZ47LxK2PHm4mjSlwgt
1283,4FycxLfl7H5CQnqw9J6LXZ
1284,6dGnYIeXmHdcikdzNNDMm2
1285,6vE90mi4yKsQGY3YD2OOv1
1286,3gdewACMIVMEWVbyb8O9sY
1287,4yugZvBYaoREkJKtbG08Qr
1288,7mjSHL2Eb0kAwiKbvNNyD9
1289,52HAHV1j93s5B8GoTNI7DJ
1290,5rDkA2TFOImbiVenmnE9r4
1291,7zMUCLm1TN9o9JlLISztxO
1292,67swXHVknS142T5tIcNFkl
1293,6r20M5DWYdIoCDmDViBxuz
1294,2cAZ6Pxbq34h5rgUr7hZKC
1295,3dvXRk7TZ929m21p49RR5P
1296,5TJVpK0u4QqKqWBy1FV4nj
1297,7uPeXc1yJhJ6mJ3mABQnvy
1298,3IJjf4p7B7qaKnt93zpm6T
1299,5N0lmKQfQpXNQNjUGlPKIT
1300,6fhgO6p9DsTyHqPctyzDkV
1301,2OeMJJ4QlZKW0mjpbIckiq
1302,0lwUIYJfWGB8qUEAJtYfb6
1303,0ymhUnNSuTEdKCRYEVpWOS
1304,0ofHAoxe9vBkTCp2UQIavz
1305,1aRvUHgMe9ichgcHAAs12f
1306,0y1QJc3SJVPKJ1OvFmFqe6
1307,6dGnYIeXmHdcikdzNNDMm2
1308,3vDa3TYf1nnmmc9DiSviwX
1309,4qNolArPDQFWFDY9CV6gho
1310,6hHTBOwgnAGOLcHFDlYknX
1311,7MSWxMumjz6lHj7oRApNbg
1312,0Zt4KxjqHYswmQvjpnpiPe
1313,5htghP7rThIe6oXBN6uYI5
1314,4gLQLTrX35MDaVlFSLPUrg
1315,7rl3w6GFrwBA5cnbVd3vIC
1316,4alvTD1Zcf8beHgVaVzaL5
1317,0XWMf2z7iX2p8E5kNNRzX3
1318,4g7wXitUwsMOjZMA9m1vy6
1319,1Cu8QneXq0Hq1HJqkZDPbN
1320,7ej8bwgrr3mW61UMgddjb5
1321,1HMQmOWrkieKYWlFsjUP3D
1322,3Kj2EWpIBnvETsYq4cq0IH
1323,4X7sZqLL3YpjeJn9wLo9xN
1324,42TtHTxWk782ZBiqyOi2d1
1325,1olWQ1LOUYs4VBwx5N8Lz9
1326,6lanRgr6wXibZr8KgzXxBl
1327,1o82DwNisONAd2mu1RcGE6
1328,3lh3iiiJeiBXHSZw6u0kh6
1329,7r6SeYvJXds6JAxpeeISmg
1330,6Pec0Im6sFC4g6EKs45bwa
1331,7qH9Z4dJEN0l9bidizW7fq
1332,7gDNQLV9cr8449LFrQbk5J
1333,1C042FLYy7rP3MfnkOcnha
1334,0nrRP2bk19rLc0orkWPQk2
1335,1gihuPhrLraKYrJMAEONyc
1336,2V65y3PX4DkRhy1djlxd9p
1337,3bu6Gu2lzm9VEoab1za8BM
1338,1HOlb9rdNOmy9b1Fakicjo
1339,75nZ4W6quZhI55LKiqCXWh
1340,5g7rJvWYVrloJZwKiShqlS
1341,3sIKldlKWC5TICO2Tcz7uu
1342,2XHznZZIWLkh7xO3WQAjpp
1343,34L5OwGhNUKJOG7fgR4ain
1344,0i5QVxsK3IvEDbUjTA64Li
1345,2XHznZZIWLkh7xO3WQAjpp
1346,3ekNuTF3UpOvIZCfiejpnC
1347,5YqdiryRmdAzYFlxo43hAJ
1348,5w6B0sAH7XauCvMOAtplQj
1349,0bZ52QzCCKfrfOqs7za6lI
1350,0u4rkpmNtgcFxYHepnVF4v
1351,4PwWESSlTwzvw9B7bmtTLS
1352,2Mq1ZwFKUTzXptcBwp9lpV
1353,7EZKcbs2m8qjUnfwC3hpyT
1354,4mxbwJfgB1Ba64OurGx4bT
1355,1ZKgCgtSN3tMLcfKap6NFb
1356,0wZ5Yxp0MDP7aAsc68UF87
1357,2hqLnNj7Ce3QggkjfUynAj
1358,5fm1kAOmwnlXStu270Mv84
1359,61dYvvfIRtIDFuqZypPAta
1360,4SFBV7SRNG2e2kyL1F6kjU
1361,3zLTPuucd3e6TxZnu2dlVS
1362,0DqFXzLtKkj9JO421NJpl1
1363,1Mse9NKBbEASi50CQ4aYhr
1364,5PJH1U5Iie893v48Fl9yaC
1365,66Ew9TmVnxjg8HTjsFoSts
1366,0ToG55iJZCOzZkcpWbXxpW
1367,4nq1ycSKzbzGcMoRfD6lCN
1368,2Ggr9IfS70wYQacW8nZKPG
1369,5nVE45ithgyVocZp5XLAk6
1370,0QZ5yyl6B6utIWkxeBDxQN
1371,1wcAKUbAyMRy0uSsFbyiCv
1372,3kQfBtkQqgN1fAMfhks8TU
1373,53qpv8w99DU2A6SDOtBcmz
1374,3USxtqRwSYz57Ewm6wWRMp
1375,2xlV2CuWgpPyE9e0GquKDN
1376,4h5x3XHLVYFJaItKuO2rhy
1377,0QezBrYzFFT0f68zK6EvZI
1378,7MuU7UbVaKyu4HkHBoHwrD
1379,6Qyc6fS4DsZjB2mRW9DsQs
1380,31AOj9sFz2gM0O3hMARRBx
1381,6ZOBP3NvffbU4SZcrnt1k6
1382,57iDDD9N9tTWe75x6qhStw
1383,1LzNfuep1bnAUR9skqdHCK
1384,0oEji7lz6paMOdk97XEK4Z
1385,3qWwTmMRsMHxGeLeqmJy7u
1386,0fOEjjXBEiyu395pW3C1eo
1387,2FYMVOK6wtkysaKuNWUfk9
1388,4eUnqT2pBqi6t2PHy3l3R2
1389,5snEypyfTFFdSldNJWakwW
1390,3XTjsOmjzu5fVDCTlLpgIQ
1391,5JEM7lT9uSyhUsKFXwGfSm
1392,66yvX4stoMKIiTcZeDJGpt
1393,4wnhMXDfs64pcg0jxHscwI
1394,06eEMrvlkBmLLaezDSDcEl
1395,2NHbmvLriduIB96qXrO3yr
1396,7omxnYshtUJDOFxl2bw2Ku
1397,43ScxV6zQAbwCZyPfPhRaI
1398,0eJLZSl2TEmZUTpvLwVREe
1399,3ix6K4wZY29bCujrSznwFZ
1400,57JVGBtBLCfHw2muk5416J
1401,6Lphpr9Z6H282Sguw0dUWa
1402,2xiOdusRnZezQok1RgLNeS
1403,5XTeeHxsfAe2kC3oFZzgas
1404,68gpaI2D80Li95PiQiplMv
1405,3IJ8QUx4LYLIP9hLSdjcRm
1406,6ysQEIlw4DYNpkzCx0TvOs
1407,5T9PcJQ7S24pnvtrIVSSmq
1408,4cYUnvZW9GnQRtEdPRX5AP
1409,600s08VdbjiyAjDGDjYSFI
1410,5kr3j5Clb9rjEposoMyLVt
1411,0uppYCG86ajpV2hSR3dJJ0
1412,5OQsiBsky2k2kDKy2bX2eT
1413,6dJODklApmve5IzgKWUqV2
1414,6GzU0AqpJuOIHJM1EDdNrQ
1415,1hfnukGJE9vpRLyWvfSSxW
1416,3dCSubdoRlTnCGU0LfXhMu
1417,2RAXAF7qjvn0FsRuMMTlBx
1418,6a5bAGxKl8uJmVg6Uf40oP
1419,72TFWvU3wUYdUuxejTTIzt
1420,43bCmCI0nSgcT7QdMXY6LV
1421,7tTElNyvXsfFcxDXIiH5cm
1422,6bLopGnirdrilrpdVB6Um1
1423,0t7fVeEJxO2Xi4H2K5Svc9
1424,2VWBdFsDJVGlRTdz4PvYwy
1425,4YutJsNwBBInE8vemufpQ8
1426,2GSzaHXWxiHCo0pk0uOOpE
1427,0ApIlfcdY0hVdVEVUyS2Zf
1428,6vQCNDNbA0DQoSPftbzS1W
1429,2zEByOH565rMCSacbB56Pd
1430,0EIS2zaB3aQGtKOvzrodOU
1431,62EuvgIqhc9o5DPqKse952
1432,2Yf3wwS48rkAoBRXNJ34kz
1433,7a3KuESGwpeKOWOGDmuWpX
1434,0AdjJ2SaOeb5bPJ67nDbsW
1435,6rqxivjFHp8K0yMiefG56g
1436,4Pn0JlCUusD2QHjADuOzuV
1437,7I5fYc4qKJddht8Ozhqqdx
1438,0xwPzLmBAYro8BUz7MrtAo
1439,4jLEVhTO5xD2GjidMqXOlS
1440,2A7Y6Q3EkKEz9Eq8ccMMPy
1441,6KFZx7giraICU4lLtxlKqD
1442,7g2zJC8JmpZF2vcXjZOHOe
1443,6liMuM7rHk9DAYuKkLF7nK
1444,6RUhbFEhrvGISaQ8u2j2JN
1445,4pmc2AxSEq6g7hPVlJCPyP
1446,4lCv7b86sLynZbXhfScfm2
1447,3UGIZ8qcrMTwzLbx6Kttqt
1448,794F99D5BQHS5ZGRXAs7I5
1449,6WIWwePtXmO2ECop98cNgy
1450,6utcrEbz9W9cFoha3ouoc2
1451,5PUoEOYCSx6ebj1Erfetli
1452,5pTwWOOMfTOU2FOw89U5ua
1453,3ZRKkzNKTR6cGbXOP0vxlM
1454,3xFbQNOatTO8jVduzZM8CD
1455,0LQtEJt7x0s6knb6RKdRYc
1456,7B2ETOSXeXPfWQl4gLjcat
1457,0fCpCpJbkcbN0Gxv68U6M0
1458,60IGhnH20N82dNxKnc8jDd
1459,64BOuhuPuBAQ9hPuI72gfd
1460,3KbFtYPyVP6C7BQVgH2cCf
1461,38rXFAj14xVTGFY1GskEIo
1462,3sesq9P6ndjuqaq5om7sxT
1463,5VXK0SX4IXRI1K9lkIWCEV
1464,6DByzGiwB472A719BP1ETq
1465,2FZYP7kCiF1Xv5NpVGfhas
1466,3DUBhiM44zetJNERX0n8Nk
1467,5JZWiZ8ePCWYqoX99fdUbB
1468,6E7oFW7xTK6Ghucsq6tMUj
1469,33mKFTO1V2QNyhuUBneHDZ
1470,3o34F9z7g0SDeIAKWir4PR
1471,1SWk8chKisB7HJvKizuf36
1472,4ludCkJK1UF7PbxsbQMHDg
1473,6py94KJo9s8JN9aj4cbkMu
1474,0GpHDlNBveO6Bj4vQ45xuB
1475,1edRAAeWBUknvXMj9FlvIu
1476,23gju7aYMKGkVu5SNWExPs
1477,4v7zlBmIQU4lszrokRt8yP
1478,3NhWg4dF7igTohuYOgr3AB
1479,5Q0Nhxo0l2bP3pNjpGJwV1
1480,7MRyJPksH3G2cXHN8UKYzP
1481,0dOg1ySSI7NkpAe89Zo0b9
1482,4lCv7b86sLynZbXhfScfm2
1483,1QbOvACeYanja5pbnJbAmk
1484,1B8SkmqwkcYh3od1Hb5pM8
1485,1JJqejkKmGNWuMGRKau0Ow
1486,5Gng2LRLW8FCEQuX8WNQH5
1487,7knNoOjKO2IN3Pel250emx
1488,5OPRiP5HVogJLr6S7oMv9w
1489,00WvmRXTkPBZNhhRK3xfdy
1490,4cluDES4hQEUhmXj6TXkSo
1491,62bOmKYxYg7dhrC6gH9vFn
1492,0lnxrQAd9ZxbhBBe7d8FO8
1493,2iUXsYOEPhVqEBwsqP70rE
1494,6wf7Yu7cxBSPrRlWeSeK0Q
1495,1odExI7RdWc4BT515LTAwj
1496,5XeFesFbtLpXzIVDNQP22n
1497,3hUxzQpSfdDqwM3ZTFQY0K
1498,1i9lZvlaDdWDPyXEE95aiq
1499,4ZoBC5MhSEzuknIgAkBaoT
1500,0KMGxYKeUzK9wc5DZCt3HT
1501,37jorMjJhyf20GU3blbbPh
1502,1Q34tAtTWI6RdW1qzFQiPb
1503,7dQC53NiYOY9gKg3Qsu2Bs
1504,49v38DJoDmsKR2hLuuX035
1505,5O4erNlJ74PIF6kGol1ZrC
1506,6ZNzOXz18cAPpWOehFINzo
1507,7FDV5ELOJHCGLe52AnttEd
1508,4uOKFydzAejjSFqYbv1XPt
1509,6FQzLqwvsgBZ96JGGMQRGi
1510,5it9RIRXDwiLpJKdce6Z7e
1511,6SFWPeH72Ye47N7k644scz
1512,30FURVTCpbKyykjSEQzGkH
1513,2PMLZ2iG2E3dspst9dnHsg
1514,23Q4sMxgEKRXDMi62xPP5R
1515,2A9Zm100yFB3CHQd6kFaB7
1516,6Thn8AOHIwPCkf2O4ZgfC2
1517,2UODQhPzz51lssoMPOlfy5
1518,5TrrlZ2s8g2vlaYacWtaNI
1519,5FgPwJ7Nh2FVmIXviKl2VF
1520,4LnBzQTbIJ3rCdXxs44R9S
1521,59EKUdTy6K96Xode9LfI0H
1522,1zJpJ3HPRtAYYNLWm5BJEf
1523,4uM4UARm7GVSyxEoUGijUT
1524,0ScIojb6Imo343SGP7yEQa
1525,3pZt1uUb7bgSADqm3smoMo
1526,5WjsMDJyaYen96JYl5dCM4
1527,7Lku4UOvwavKNQnA3xh6zn
1528,3dgAbsq1H5NqLJscYPxurR
1529,40riOy7x9W7GXjyGp4pjAv
1530,3gdewACMIVMEWVbyb8O9sY
1531,2M9ro2krNb7nr7HSprkEgo
1532,5tVA6TkbaAH9QMITTQRrNv
1533,7w5AOd6HrDIHewHfpABEss
1534,2T5Ch09nefwckOu5NQvjIk
1535,1WYokrkFOb9TFVuTrmxTTt
1536,2hjAc6x8EoSLhGxRNg8KEw
1537,2hitsKa8SthKhRJBXUHbIv
1538,1wAcMGaRnOYAoalImwU10n
1539,34gCuhDGsG4bRPIf9bb02f
1540,3lh3iiiJeiBXHSZw6u0kh6
1541,1KxwZYyzWNyZSRyErj2ojT
1542,5Nm9ERjJZ5oyfXZTECKmRt
1543,2iuZJX9X9P0GKaE93xcPjk
1544,7F6aZaOPixAPSwEWUgUlwH
1545,286oXCQiXd21D7WVeMMYCc
1546,7j6asqjTGFFpjg9TR0H5us
1547,1pAKUFLp8gtOrAAPwkFYJ0
1548,77J5YZNzyRlIfmfx1iYGRE
1549,6me7F0aaZjwDo6RJ5MrfBD
1550,2XHznZZIWLkh7xO3WQAjpp
1551,1Z3hqW2OprFrwO05euqt8z
1552,0caJ2wkqp4UmXBwdR2JvB5
1553,4nHJcUtNSUVjXRnjdP29Bk
1554,6UM2OopA1l0LYDyW5ElxLd
1555,0dVWvNnTXDmHtQKuQ4xYNu
1556,41SCDPYvddVF6dVnQ33U18
1557,4o3bNPUWTYfRbu8hg6j7s9
1558,407L2dxJWj7vOPgeWBY1cQ
1559,6dQBw0A8STk3ssr9NyVadt
1560,6hktqFLE1dKP1kIGmEaIVr
1561,7709cD193A9ASewVfJ849M
1562,41ngfIhPv1DkwHozVjH5Yc
1563,6xYPYS7c6y8f6QszLSMtCB
1564,2QtHxdxJ5Dc2eVHEfPA079
1565,6sZVHMKQ7lf57eTlgby2WL
1566,767C8s4KVShgz4r8hqJAd0
1567,0GGHxdy1mw6OcS2dVAH0es
1568,0bXYBIzlncmj0LwOd3J5wn
1569,67nCwIKYC4M0hFskf2skPP
1570,3cH75G5f24Bc7koyOlBtDg
1571,1Vxx4lP5fRdm4A18AwNGBu
1572,2k0Uey3IUXsazhtmGCd9XJ
1573,2Wx5BlOCoLw3mNf0YtFxqh
1574,32OlwWuMpZ6b0aN2RZOeMS
1575,5haXbSJqjjM0TCJ5XkfEaC
1576,2stPxcgjdSImK7Gizl8ZUN
1577,1ExfPZEiahqhLyajhybFeS
1578,0Vpswx5knuuXW8HmNK1LrT
1579,34gCuhDGsG4bRPIf9bb02f
1580,5fpEDGQX0Ah3utGnFYulQZ
1581,451GvHwY99NKV4zdKPRWmv
1582,13HVjjWUZFaWilh2QUJKsP
1583,3ieLey98V9mIIh3W9gBlPF
1584,5viz8trU1uh1pngW0hWr3l
1585,6eNEo4XcT3zxoHM2Zb9ooG
1586,5jvwQYcagkSTkpMkZlk9cC
1587,61X73CJcpwGIxgQgKEXbw0
1588,3GYlZ7tbxLOxe6ewMNVTkw
1589,2T5Ch09nefwckOu5NQvjIk
1590,5fdhThPDe6jQQDqCyWrdAn
1591,0zxj7dVhYZq5ACyaDx5XIo
1592,5ihS6UUlyQAfmp48eSkxuQ
1593,52vA3CYKZqZVdQnzRrdZt6
1594,6EhTv8TVEjGOkBrjpqDO5S
1595,1MYTuqNIhtO7mISWasQJeh
1596,5CxtzyDGG5ec8JsTM74zih
1597,52oLZkFhMFSIb43BAigIQY
1598,6TS9XYj9MgAE5O8GM5VeD2
1599,4dhFpcYkC1ZPoWOZk8vibv
1600,79J4D5bHUepJ7MS7Tz3RH5
1601,3hl7B9bDfLmDd32hh3pD4Y
1602,0BTLhUHKgEi7Jx8uRjTAii
1603,7tRL2A19PEY7MbLttIL8T8
1604,0YPagAr3GhXlRX06E4nUcw
1605,2wRqe08bxjvX70JgNs55uA
1606,0doAllpYP3hnusnTwFqmdG
1607,1vMUVPqOZDb0rAy1e9JMnS
1608,0tdhaGcTo8XtIpizS2sXm9
1609,1vgSaC0BPlL6LEm4Xsx59J
1610,4fTx6HdEAo4dqCd4hIVMCg
1611,4SngUdjKC7Njrz5UVik26A
1612,4bBs07tSkVLzETwbgPlxdl
1613,075JCikBUbvcACqkRc2SEH
1614,0SGBSwX49QWTGiXMu39mUz
1615,7jUgBIVfc6C2YfFqFmETxz
1616,7JuANIIOksqHRFXgE8tEld
1617,6KMs0FhZnbJZINvhguzhpe
1618,25DsngbeW7QvMTuPJBy8ww
1619,40gtc8CqWgi9KXY6tbxI8z
1620,39eEuOioMqhzJpmuO9VXP4
1621,21F0LQvToi9dUfGF91Smue
1622,49aVsIRxEqD5InHDDXzPi7
1623,5mBps7Tf9aeJF7RkbyYwos
1624,0f8iKTCQLqoiw4vEfQaRZ9
1625,7pjhDlAstOqIkH2QmnblvU
1626,1PZoHdDM71mzOFW1T6H03y
1627,3Df32CSX8IXm96Wrfi6xaO
1628,6XEEsaEjxwQx4ulaTO1SnT
1629,70zOpPhRcFFCdm3DRzXxzx
1630,2IoyFFPEFomSG6COU97KlV
1631,5xqjQ4qrpHpXZ8pGQR30xU
1632,0vytFOaDmk795776J0i9u4
1633,1tDbGulnGlTZ5Pla4gekhK
1634,2x2NrTYeKoNmiC6uEcXyuJ
1635,7C7yPNA7a8jRvVjYIDZqmT
1636,3tvAaXiUZAyMPae7NZFGGI
1637,1oU42Iu4KihKEpAV6fBVIp
1638,3DkJyqUOfk9eFg2f6Maqgw
1639,7g6KRfjT9n3JWNJtyZtcA5
1640,6P2Mw3g7PWtQNDsuKOUH8J
1641,2T0bFbSCjQf9DA1xoZklWe
1642,2EFqwcGskrnsXd374sSwru
1643,6QT53ohGZeLGoYktBPRePD
1644,05jS1nFGqVQ6QFQlLVYw3m
1645,2ayLc8INRxZYW7NHQgz8mz
1646,67p5pQ6d9ernqsXHPJNs63
1647,6LNrHG2e2B5ugSG0kZKnyY
1648,7zZwioPblgmN6N9sn5pJ4P
1649,1KGi9sZVMeszgZOWivFpxs
1650,4YA7nxDtAVE2R1Eryx7uRu
1651,5dNfHmqgr128gMY2tc5CeJ
1652,6mz1fBdKATx6qP4oP1I65G
1653,6MdqqkQ8sSC0WB4i8PyRuQ
1654,0488kXJ1YnLMrrM1ssJnev
1655,6LPqphk2rbt2i63bR2o247
1656,1jf3wYtynxiPOdhqAp3cUN
1657,5TjO0GOOon3R6YOnRFPwzk
1658,0qquLHIRp5HDdarE9X1JXJ
1659,6yNPVGljyzMYTxEhL6fLBg
1660,3xOz5tHyoZ5GAx8Tci8P5E
1661,5SXsXjVJCWeJuf7FHvgBYR
1662,6YAEPFz1eJfLIoc5XKxjJW
1663,5VEgpGJlMJIRR2sxRmsFvG
1664,0SIzIfR6913S1oqTbyg8YC
1665,6Rqn2GFlmvmV4w9Ala0I1e
1666,4Hhv2vrOTy89HFRcjU3QOx
1667,62Xj6x2LSWv47PtRAXrg5Z
1668,5RzDUxNC7hKjr8eTEX8n6b
1669,4NhcxpQkO5M76shrRZoQj6
1670,3B9peHl93iqfle65fPbE0m
1671,1mwwueuXt5NPPtnJyswwA9
1672,1Nxr52Qxkla85AQZF3cWDq
1673,1YtrLfyymTY9cX8triZdvn
1674,4OPRS1q9dGsTdjYhrwDcmm
1675,29xD114tlx4rYh17Rthmw9
1676,7Ep6MLL8ATx0fFczswsvR5
1677,08aCW0RGOaR53En8g7e3HJ
1678,69XEXAbJTZwFfVz7ayfg3I
1679,1I9dSqB5XSdwOfn9M8zpRg
1680,5CQHTuNbYlEA4fZdxQ4PMi
1681,4vJ2nNBA6sxAUN5kLGPq3Q
1682,0RGToccn3R0mHqmSYsWsnV
1683,4JaoU6fL2Ifz2gDyFYtpiP
1684,1KQsrNv2vEW7AXKTrFz0Ah
1685,16oGsGvhNhTihlZAYLp2wm
1686,2dm13KtTfScU9ObCzYzGyS
1687,12qJKfqfUz8PejsKlxADZJ
1688,61eHhsUOQyNXjvTdKa16vE
1689,4Of7rzpRpV1mWRbhp5rAqG
1690,0QZ5yyl6B6utIWkxeBDxQN
1691,4RCWB3V8V0dignt99LZ8vH
1692,69vToJ9BMbbLlFZo7k7A7B
1693,1HMQmOWrkieKYWlFsjUP3D
1694,0W6I02J9xcqK8MtSeosEXb
1695,4Oun2ylbjFKMPTiaSbbCih
1696,1PNs0uGru3TcrA94kpyGnc
1697,0uEp9E98JB5awlA084uaIg
1698,1LJYn86ysceH708AIkw0VZ
1699,3k8WOOIt8iHgfXzTXBonDC
1700,78MI7mu1LV1k4IA2HzKmHe
1701,6jGnykaS6TkWp15utXSAeI
1702,1LGqJ3nvxpVXDWpEzq4DJD
1703,0uEy5F2mkuapZBLYHpxG7K
1704,3ZCTVFBt2Brf31RLEnCkWJ
1705,6IPwKM3fUUzlElbvKw2sKl
1706,5nW4z3pfZgJAJ2QTCz9AIE
1707,2dLLR6qlu5UJ5gk0dKz0h3
1708,2VCBaxzoHpkzKulBlWvpwd
1709,5NSxztBZOUJAGGnvdh4JMs
1710,3CeCwYWvdfXbZLXFhBrbnf
1711,0ZUo4YjG4saFnEJhdWp9Bt
1712,6DLbBlGIOjjEj0dNN25zhZ
1713,6sxptembJVty4sNtcPMAVz
1714,26nQglIAtzdWhpe0wa7R7V
1715,3eMWAyf54iRQhCQVt8h2ny
1716,5fdhThPDe6jQQDqCyWrdAn
1717,2BGyfq5k9xGO9019bUsYFk
1718,4QP1cDL7DMAMwMwjresOgu
1719,0Rkq46Qo069QwWDdrVur8f
1720,4iZ4pt7kvcaH6Yo8UoZ4s2
1721,49FYlytm3dAAraYgpoJZux
1722,14SaZBTjxlorHJQxXh01Hu
1723,0uEp9E98JB5awlA084uaIg
1724,0DWdj2oZMBFSzRsi2Cvfzf
1725,4nrPB8O7Y7wsOCJdgXkthe
1726,6tDDoYIxWvMLTdKpjFkc1B
